Date,User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Calculated_Calories
2024-07-15,729,Nuts,Snacks,607,20.0,21.0,54.0,7.0,1.3,132,83,Lunch,994,347.0
2024-12-13,488,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,32.3,122,41,Dinner,355,521.4
2024-12-12,320,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,32.0,488,113,Dinner,333,384.49999999999994
2024-12-27,663,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,46.8,347,25,Lunch,287,674.4000000000001
2024-02-14,235,Potato,Vegetables,77,2.0,17.0,0.1,2.2,6.5,976,78,Snack,565,553.8
2024-06-19,433,Orange,Fruits,47,0.9,12.0,0.1,2.4,48.4,299,46,Snack,429,664.2
2024-10-06,670,Cookies,Snacks,502,6.0,65.0,24.0,2.3,43.5,952,183,Lunch,422,592.3999999999999
2024-05-02,245,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,32.7,936,70,Lunch,707,213.2
2024-10-23,783,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,13.7,341,252,Breakfast,665,551.7
2024-03-12,409,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,17.4,816,210,Breakfast,767,565.2
2024-08-28,667,Potato,Vegetables,77,2.0,17.0,0.1,2.2,23.5,239,199,Breakfast,609,541.3
2024-02-09,593,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,3.1,156,195,Lunch,563,443.0
2024-12-06,238,Salmon,Meat,208,22.0,0.0,13.0,0.0,35.7,271,175,Snack,673,477.5
2024-04-21,868,Banana,Fruits,89,1.1,23.0,0.3,2.6,7.0,789,136,Dinner,725,199.60000000000002
2024-06-29,848,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,36.6,688,149,Breakfast,728,861.1
2024-01-18,108,Eggs,Meat,143,13.0,0.7,10.0,0.0,16.8,68,154,Lunch,519,494.59999999999997
2024-09-01,463,Grapes,Fruits,69,0.7,18.0,0.2,0.9,40.9,660,177,Snack,745,586.3
2024-04-21,787,Eggs,Meat,143,13.0,0.7,10.0,0.0,10.8,31,149,Lunch,167,525.9
2024-06-04,578,Quinoa,Grains,120,4.4,21.0,1.9,2.8,16.2,766,81,Snack,859,695.9
2024-11-26,900,Eggs,Meat,143,13.0,0.7,10.0,0.0,26.9,644,165,Breakfast,871,457.8
2024-08-08,169,Nuts,Snacks,607,20.0,21.0,54.0,7.0,15.0,512,236,Lunch,982,438.0
2024-06-14,884,Oats,Grains,389,17.0,66.0,7.0,10.0,0.7,408,115,Breakfast,806,237.39999999999998
2024-05-08,437,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,18.5,954,252,Dinner,536,799.0
2024-04-16,83,Chips,Snacks,536,7.0,53.0,35.0,4.4,37.6,3,243,Dinner,259,802.5
2024-04-25,197,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,1.2,661,187,Breakfast,814,537.6
2024-10-26,31,Banana,Fruits,89,1.1,23.0,0.3,2.6,36.7,92,251,Dinner,754,571.2
2024-02-27,331,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,15.5,844,44,Dinner,186,772.0999999999999
2024-06-08,361,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,17.6,667,194,Lunch,444,885.0
2024-09-17,276,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,19.4,777,12,Breakfast,973,445.0
2024-05-17,770,Nuts,Snacks,607,20.0,21.0,54.0,7.0,46.0,686,245,Dinner,398,690.4
2024-10-30,350,Orange,Fruits,47,0.9,12.0,0.1,2.4,19.2,73,90,Lunch,246,514.8
2024-07-20,955,Rice,Grains,130,2.7,28.0,0.3,0.4,1.0,268,236,Breakfast,445,472.79999999999995
2024-04-04,700,Butter,Dairy,717,0.1,0.1,81.0,0.0,32.9,538,131,Lunch,987,516.6
2024-08-02,586,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,29.8,361,49,Snack,239,376.5
2024-09-27,258,Grapes,Fruits,69,0.7,18.0,0.2,0.9,34.1,671,64,Lunch,414,602.2
2024-09-17,650,Oats,Grains,389,17.0,66.0,7.0,10.0,17.3,854,190,Breakfast,286,380.3
2024-01-07,827,Cheese,Dairy,402,25.0,0.4,33.0,0.0,38.9,7,180,Dinner,153,328.6
2024-01-27,751,Orange,Fruits,47,0.9,12.0,0.1,2.4,26.8,453,180,Dinner,379,549.0
2024-07-25,608,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,47.3,926,243,Dinner,733,675.4000000000001
2024-07-29,334,Rice,Grains,130,2.7,28.0,0.3,0.4,35.6,915,195,Snack,842,933.4
2024-09-04,660,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,23.1,644,283,Lunch,401,461.5
2024-03-14,394,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,37.2,989,173,Breakfast,695,325.90000000000003
2024-06-24,554,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,39.6,81,71,Snack,531,647.2
2024-03-31,164,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,47.9,888,164,Lunch,983,250.79999999999998
2024-11-02,86,Potato,Vegetables,77,2.0,17.0,0.1,2.2,33.8,266,210,Dinner,359,962.0
2024-03-05,337,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,27.2,195,26,Dinner,994,557.7
2024-03-10,450,Coffee,Beverages,0,0.1,0.0,0.0,0.0,38.8,553,252,Breakfast,390,320.6
2024-01-15,286,Chips,Snacks,536,7.0,53.0,35.0,4.4,9.0,334,269,Lunch,549,447.09999999999997
2024-10-24,666,Milk,Dairy,42,3.4,4.8,1.0,0.0,3.3,272,23,Snack,416,500.19999999999993
2024-09-23,247,Potato,Vegetables,77,2.0,17.0,0.1,2.2,1.4,424,181,Breakfast,123,549.0
2024-08-28,669,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,2.1,757,167,Dinner,395,558.2
2024-05-14,220,Grapes,Fruits,69,0.7,18.0,0.2,0.9,41.1,802,227,Breakfast,897,556.7
2024-10-12,623,Cheese,Dairy,402,25.0,0.4,33.0,0.0,9.6,918,116,Dinner,769,403.6
2024-03-19,84,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,21.7,862,5,Lunch,243,370.6
2024-08-18,229,Banana,Fruits,89,1.1,23.0,0.3,2.6,7.5,376,299,Lunch,447,800.2
2024-12-17,299,Nuts,Snacks,417,21.9,25.6,23.6,8.9,38.6,317,37,Lunch,144,402.4
2024-02-04,460,Salmon,Meat,208,22.0,0.0,13.0,0.0,48.1,387,234,Snack,526,476.70000000000005
2024-12-14,642,Pasta,Grains,131,5.0,25.0,0.5,1.2,3.6,2,1,Lunch,734,890.8
2024-12-31,781,Pasta,Grains,131,5.0,25.0,0.5,1.2,39.1,322,224,Dinner,874,366.5
2024-02-27,872,Paneer,Dairy,265,18.0,1.2,20.0,0.0,3.2,751,69,Lunch,980,557.2
2024-08-28,396,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,46.0,849,244,Breakfast,947,313.70000000000005
2024-01-22,592,Milk,Dairy,42,3.4,4.8,1.0,0.0,16.1,172,62,Snack,719,980.2
2024-07-12,461,Paneer,Dairy,265,18.0,1.2,20.0,0.0,40.8,816,168,Dinner,300,501.40000000000003
2024-10-13,397,Quinoa,Grains,120,4.4,21.0,1.9,2.8,1.4,334,221,Breakfast,606,677.3
2024-01-21,259,Chips,Snacks,536,7.0,53.0,35.0,4.4,33.5,911,234,Lunch,261,712.9000000000001
2024-11-18,347,Salmon,Meat,208,22.0,0.0,13.0,0.0,23.9,887,137,Breakfast,625,778.8
2024-12-11,895,Coffee,Beverages,0,0.1,0.0,0.0,0.0,14.0,436,285,Dinner,283,511.5
2024-05-20,261,Pasta,Grains,131,5.0,25.0,0.5,1.2,15.4,591,112,Lunch,195,431.0
2024-06-20,301,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,0.2,622,190,Dinner,657,594.7
2024-03-24,586,Bread,Grains,265,9.0,49.0,3.2,2.7,34.9,18,237,Dinner,863,652.7
2024-02-20,766,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,40.5,816,42,Lunch,835,568.8
2024-11-13,684,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,23.5,882,133,Breakfast,649,629.1
2024-09-28,412,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,36.6,635,286,Snack,536,445.9
2024-05-28,166,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,47.4,623,291,Breakfast,350,428.20000000000005
2024-06-23,878,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,24.8,877,58,Lunch,333,262.20000000000005
2024-10-03,558,Coffee,Beverages,0,0.1,0.0,0.0,0.0,25.3,506,42,Snack,365,853.4
2024-01-16,256,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,41.5,633,290,Breakfast,387,479.6
2024-01-20,482,Water,Beverages,0,0.0,0.0,0.0,0.0,37.4,128,255,Breakfast,941,628.4
2024-03-06,911,Rice,Grains,130,2.7,28.0,0.3,0.4,25.9,563,58,Snack,250,764.7
2024-12-26,161,Banana,Fruits,89,1.1,23.0,0.3,2.6,38.3,429,124,Breakfast,357,669.9000000000001
2024-11-10,779,Banana,Fruits,89,1.1,23.0,0.3,2.6,9.7,245,63,Dinner,502,706.0
2024-06-11,971,Butter,Dairy,717,0.1,0.1,81.0,0.0,28.2,960,238,Dinner,288,567.9
2024-11-16,172,Orange,Fruits,47,0.9,12.0,0.1,2.4,15.0,981,180,Breakfast,140,496.0
2024-05-21,273,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,8.5,419,82,Dinner,522,545.2
2024-11-29,55,Pasta,Grains,131,5.0,25.0,0.5,1.2,19.2,667,79,Breakfast,948,505.8
2024-11-29,87,Rice,Grains,130,2.7,28.0,0.3,0.4,37.7,71,244,Lunch,143,959.8
2024-12-20,822,Cookies,Snacks,502,6.0,65.0,24.0,2.3,35.0,911,35,Dinner,555,581.0
2024-05-29,25,Nuts,Snacks,607,20.0,21.0,54.0,7.0,40.7,670,64,Snack,300,577.7
2024-12-09,231,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,2.6,878,78,Snack,384,474.5
2024-04-16,229,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,24.2,234,138,Lunch,357,516.8000000000001
2024-02-08,484,Nuts,Snacks,607,20.0,21.0,54.0,7.0,33.4,736,59,Snack,125,782.0
2024-05-19,449,Coffee,Beverages,0,0.1,0.0,0.0,0.0,5.4,941,73,Snack,135,434.70000000000005
2024-01-13,349,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,4.4,365,192,Lunch,851,697.5999999999999
2024-05-13,532,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,6.3,273,69,Snack,782,520.8
2024-08-30,911,Eggs,Meat,143,13.0,0.7,10.0,0.0,9.9,164,276,Breakfast,604,292.0
2024-06-16,346,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,39.9,599,199,Snack,491,374.1
2024-03-21,413,Paneer,Dairy,265,18.0,1.2,20.0,0.0,47.1,252,276,Lunch,627,243.60000000000002
2024-09-05,849,Grapes,Fruits,69,0.7,18.0,0.2,0.9,4.5,399,202,Lunch,549,599.3
2024-05-13,300,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,6.4,691,263,Lunch,429,415.19999999999993
2024-11-09,869,Pasta,Grains,131,5.0,25.0,0.5,1.2,17.9,317,204,Breakfast,704,779.4000000000001
2024-07-22,415,Cookies,Snacks,502,6.0,65.0,24.0,2.3,27.3,923,284,Lunch,238,571.4
2024-11-12,431,Cheese,Dairy,402,25.0,0.4,33.0,0.0,10.0,818,55,Snack,751,790.9000000000001
2024-09-25,474,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,39.0,757,235,Lunch,669,575.1000000000001
2024-05-04,803,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,3.2,209,50,Dinner,162,841.0999999999999
2024-10-20,457,Salmon,Meat,208,22.0,0.0,13.0,0.0,43.9,60,251,Breakfast,143,635.3
2024-09-25,576,Potato,Vegetables,77,2.0,17.0,0.1,2.2,42.9,400,232,Snack,146,922.5
2024-06-24,584,Oats,Grains,389,17.0,66.0,7.0,10.0,26.4,530,119,Breakfast,774,695.5999999999999
2024-08-10,473,Rice,Grains,130,2.7,28.0,0.3,0.4,34.9,168,173,Snack,770,477.6
2024-06-16,722,Rice,Grains,130,2.7,28.0,0.3,0.4,11.9,945,139,Dinner,252,863.1
2024-11-26,670,Chips,Snacks,536,7.0,53.0,35.0,4.4,5.5,850,254,Breakfast,153,205.8
2024-02-25,648,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,46.6,539,153,Snack,389,163.4
2024-06-05,383,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,30.4,913,149,Breakfast,688,716.5
2024-11-26,124,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,24.1,1000,107,Lunch,552,319.8
2024-06-14,951,Water,Beverages,0,0.0,0.0,0.0,0.0,5.7,856,118,Snack,223,411.20000000000005
2024-08-27,338,Salmon,Meat,208,22.0,0.0,13.0,0.0,39.5,152,269,Lunch,947,444.7
2024-06-21,595,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,39.3,738,25,Breakfast,530,576.5
2024-03-14,366,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,13.7,786,144,Dinner,905,625.6
2024-06-28,757,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,2.3,836,121,Dinner,982,695.7
2024-08-28,463,Cookies,Snacks,502,6.0,65.0,24.0,2.3,7.1,308,74,Breakfast,721,521.4
2024-08-08,328,Coffee,Beverages,0,0.1,0.0,0.0,0.0,11.1,816,244,Dinner,937,404.6
2024-01-28,593,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,5.0,5,48,Snack,459,559.8999999999999
2024-01-11,994,Eggs,Meat,143,13.0,0.7,10.0,0.0,20.3,556,114,Dinner,742,489.0
2024-06-28,133,Potato,Vegetables,77,2.0,17.0,0.1,2.2,15.4,327,199,Lunch,774,474.0
2024-02-01,377,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,0.2,385,207,Breakfast,663,404.4
2024-08-20,143,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,33.5,77,25,Dinner,994,491.1
2024-03-04,59,Coffee,Beverages,0,0.1,0.0,0.0,0.0,23.8,622,281,Dinner,756,875.1
2024-02-24,184,Chips,Snacks,536,7.0,53.0,35.0,4.4,26.2,216,290,Snack,735,651.0
2024-05-04,36,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,43.4,513,239,Dinner,764,771.0
2024-07-04,766,Cheese,Dairy,402,25.0,0.4,33.0,0.0,0.3,695,103,Dinner,989,398.80000000000007
2024-03-24,858,Chips,Snacks,536,7.0,53.0,35.0,4.4,21.2,208,249,Lunch,577,916.8
2024-04-05,664,Cookies,Snacks,502,6.0,65.0,24.0,2.3,10.7,215,249,Snack,209,258.7
2024-05-05,143,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,15.6,316,90,Breakfast,959,801.3999999999999
2024-04-27,177,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,13.0,404,46,Breakfast,290,462.0
2024-02-15,440,Apple,Fruits,52,0.3,14.0,0.2,2.4,31.6,622,110,Breakfast,170,508.3
2024-05-15,512,Cookies,Snacks,502,6.0,65.0,24.0,2.3,8.8,339,213,Breakfast,693,635.4
2024-08-02,492,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,5.8,681,251,Breakfast,660,289.2
2024-11-04,59,Cookies,Snacks,502,6.0,65.0,24.0,2.3,13.6,303,118,Breakfast,817,488.9
2024-12-10,907,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,47.3,25,93,Dinner,817,364.70000000000005
2024-02-05,647,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,34.6,440,84,Snack,503,805.3
2024-02-16,671,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,42.6,116,226,Lunch,274,531.0999999999999
2024-08-31,702,Banana,Fruits,89,1.1,23.0,0.3,2.6,49.2,210,283,Lunch,775,639.0999999999999
2024-04-23,458,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,48.9,946,235,Lunch,321,323.9
2024-12-30,281,Cheese,Dairy,402,25.0,0.4,33.0,0.0,27.2,937,241,Dinner,401,854.8
2024-02-27,495,Cheese,Dairy,402,25.0,0.4,33.0,0.0,30.5,225,7,Breakfast,782,645.2
2024-06-16,456,Apple,Fruits,52,0.3,14.0,0.2,2.4,42.1,529,99,Snack,623,632.5
2024-06-24,835,Water,Beverages,0,0.0,0.0,0.0,0.0,30.9,704,150,Breakfast,905,460.6
2024-02-22,966,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,36.5,340,276,Dinner,254,561.2
2024-10-23,876,Cookies,Snacks,502,6.0,65.0,24.0,2.3,21.3,882,212,Breakfast,538,316.8
2024-01-07,902,Pasta,Grains,131,5.0,25.0,0.5,1.2,17.3,563,225,Lunch,609,707.7
2024-04-29,683,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,40.1,516,280,Snack,355,749.8
2024-01-05,157,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,41.7,704,196,Breakfast,558,725.0
2024-09-26,823,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,22.7,811,250,Breakfast,649,686.6
2024-02-16,357,Butter,Dairy,717,0.1,0.1,81.0,0.0,24.4,390,282,Dinner,103,343.70000000000005
2024-01-29,474,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,48.5,882,173,Lunch,639,325.5
2024-06-27,882,Rice,Grains,130,2.7,28.0,0.3,0.4,42.1,139,84,Dinner,962,393.99999999999994
2024-09-26,312,Cheese,Dairy,402,25.0,0.4,33.0,0.0,17.2,263,8,Lunch,243,800.4000000000001
2024-02-29,534,Orange,Fruits,47,0.9,12.0,0.1,2.4,11.2,435,83,Snack,284,723.4
2024-12-26,38,Rice,Grains,130,2.7,28.0,0.3,0.4,3.5,131,118,Breakfast,771,233.39999999999998
2024-05-21,70,Potato,Vegetables,77,2.0,17.0,0.1,2.2,0.5,946,273,Dinner,814,604.4
2024-11-06,699,Paneer,Dairy,265,18.0,1.2,20.0,0.0,17.8,728,6,Snack,613,547.1
2024-09-01,835,Orange,Fruits,47,0.9,12.0,0.1,2.4,22.1,970,127,Lunch,727,544.0999999999999
2024-04-01,453,Butter,Dairy,717,0.1,0.1,81.0,0.0,24.8,96,256,Dinner,455,317.2
2024-02-22,283,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,8.0,623,59,Lunch,916,473.20000000000005
2024-05-29,837,Eggs,Meat,143,13.0,0.7,10.0,0.0,32.9,412,143,Snack,621,447.69999999999993
2024-12-14,732,Paneer,Dairy,265,18.0,1.2,20.0,0.0,27.0,361,183,Dinner,325,227.8
2024-06-29,407,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,43.4,582,164,Breakfast,379,533.3
2024-12-21,483,Milk,Dairy,42,3.4,4.8,1.0,0.0,18.5,636,39,Dinner,589,678.9000000000001
2024-10-20,658,Orange,Fruits,47,0.9,12.0,0.1,2.4,45.5,89,40,Lunch,276,425.1
2024-12-16,828,Milk,Dairy,42,3.4,4.8,1.0,0.0,1.1,18,178,Lunch,325,675.4000000000001
2024-01-18,919,Coffee,Beverages,0,0.1,0.0,0.0,0.0,22.7,277,221,Snack,684,477.0
2024-07-08,982,Cookies,Snacks,502,6.0,65.0,24.0,2.3,46.9,449,167,Snack,111,592.4
2024-03-20,928,Milk,Dairy,42,3.4,4.8,1.0,0.0,38.6,592,137,Breakfast,911,438.0
2024-10-03,164,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,23.3,449,180,Snack,538,314.7
2024-09-22,862,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,6.3,104,0,Lunch,219,418.20000000000005
2024-04-17,493,Banana,Fruits,89,1.1,23.0,0.3,2.6,18.6,525,245,Dinner,504,496.1
2024-12-17,596,Bread,Grains,265,9.0,49.0,3.2,2.7,3.9,529,156,Dinner,600,673.0
2024-06-30,866,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,13.0,310,171,Breakfast,600,708.5999999999999
2024-04-16,470,Butter,Dairy,717,0.1,0.1,81.0,0.0,38.4,166,276,Dinner,575,285.0
2024-04-01,34,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,8.2,176,6,Breakfast,220,451.7
2024-11-24,398,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,7.3,661,52,Dinner,639,409.5
2024-10-25,451,Grapes,Fruits,69,0.7,18.0,0.2,0.9,5.9,946,169,Dinner,991,354.0
2024-02-02,603,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,21.3,587,154,Lunch,929,183.8
2024-06-14,492,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,48.2,41,72,Snack,725,664.0
2024-01-26,443,Oats,Grains,389,17.0,66.0,7.0,10.0,5.7,79,291,Lunch,327,649.0999999999999
2024-05-10,894,Popcorn,Snacks,496,12.4,52.1,36.2,8.0,20.2,548,265,Snack,872,583.8
2024-06-30,404,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,42.7,564,191,Dinner,777,309.3
2024-01-26,579,Oats,Grains,389,17.0,66.0,7.0,10.0,25.6,974,295,Lunch,285,532.8000000000001
2024-02-16,62,Cheese,Dairy,402,25.0,0.4,33.0,0.0,29.3,230,289,Dinner,417,510.59999999999997
2024-09-03,517,Cheese,Dairy,402,25.0,0.4,33.0,0.0,11.3,782,206,Dinner,755,515.9
2024-04-19,480,Pasta,Grains,131,5.0,25.0,0.5,1.2,4.8,823,79,Lunch,517,627.4
2024-06-07,233,Orange,Fruits,47,0.9,12.0,0.1,2.4,21.4,723,286,Dinner,746,839.2
2024-04-21,516,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,5.6,645,226,Breakfast,742,715.9000000000001
2024-05-17,998,Banana,Fruits,89,1.1,23.0,0.3,2.6,13.6,106,215,Dinner,328,564.1999999999999
2024-11-17,431,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,6.6,760,230,Snack,255,485.70000000000005
2024-09-16,816,Potato,Vegetables,77,2.0,17.0,0.1,2.2,34.6,912,4,Snack,565,656.9
2024-09-22,372,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,27.8,44,296,Breakfast,601,629.5
2024-06-02,6,Oats,Grains,389,17.0,66.0,7.0,10.0,18.0,58,126,Dinner,745,955.3
2024-02-11,496,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,10.7,733,211,Snack,847,874.7
2024-04-23,455,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,2.9,435,181,Lunch,550,613.7
2024-04-20,454,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,10.2,248,268,Breakfast,415,691.5999999999999
2024-10-03,69,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,5.3,692,253,Lunch,186,421.8
2024-08-23,559,Apple,Fruits,52,0.3,14.0,0.2,2.4,7.3,545,242,Breakfast,992,637.5
2024-03-30,172,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,27.7,688,179,Dinner,220,466.0
2024-05-23,355,Nuts,Snacks,607,20.0,21.0,54.0,7.0,6.0,466,151,Breakfast,217,687.3
2024-07-05,477,Banana,Fruits,89,1.1,23.0,0.3,2.6,19.3,435,197,Dinner,549,714.0
2024-04-24,643,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,15.0,652,122,Dinner,142,614.5
2024-10-01,184,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,37.2,596,114,Snack,476,311.7
2024-03-27,801,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,45.1,882,12,Lunch,106,716.7
2024-07-23,904,Pasta,Grains,131,5.0,25.0,0.5,1.2,39.3,720,148,Dinner,868,389.29999999999995
2024-08-05,331,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,29.4,95,95,Breakfast,229,544.5
2024-05-20,959,Milk,Dairy,42,3.4,4.8,1.0,0.0,36.7,737,252,Lunch,209,761.7
2024-09-13,235,Milk,Dairy,42,3.4,4.8,1.0,0.0,14.1,554,119,Breakfast,735,732.0
2024-08-18,58,Salmon,Meat,208,22.0,0.0,13.0,0.0,45.9,331,153,Breakfast,891,717.2
2024-03-19,599,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,2.4,543,108,Breakfast,947,392.7
2024-10-16,56,Water,Beverages,0,0.0,0.0,0.0,0.0,40.0,562,170,Lunch,220,378.2
2024-03-02,676,Water,Beverages,0,0.0,0.0,0.0,0.0,15.3,909,81,Dinner,737,836.2
2024-03-05,894,Nuts,Snacks,607,20.0,21.0,54.0,7.0,22.6,551,62,Breakfast,245,666.5999999999999
2024-04-27,78,Rice,Grains,130,2.7,28.0,0.3,0.4,25.7,325,272,Lunch,972,627.0
2024-06-12,67,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,5.2,239,251,Breakfast,565,617.6999999999999
2024-03-09,417,Eggs,Meat,143,13.0,0.7,10.0,0.0,32.7,93,118,Breakfast,602,218.60000000000002
2024-07-01,774,Salmon,Meat,208,22.0,0.0,13.0,0.0,41.8,896,131,Breakfast,214,679.1
2024-01-22,889,Milk,Dairy,42,3.4,4.8,1.0,0.0,8.3,718,205,Lunch,815,359.4
2024-03-14,511,Cookies,Snacks,502,6.0,65.0,24.0,2.3,28.1,867,183,Dinner,247,289.29999999999995
2024-12-20,482,Eggs,Meat,143,13.0,0.7,10.0,0.0,0.8,641,282,Lunch,446,678.5
2024-11-20,438,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,3.1,916,268,Lunch,907,850.8
2024-12-10,513,Popcorn,Snacks,258,15.8,28.7,11.7,3.3,1.0,359,136,Dinner,344,283.3
2024-05-15,739,Rice,Grains,130,2.7,28.0,0.3,0.4,41.2,291,276,Dinner,689,701.5
2024-03-19,96,Salmon,Meat,208,22.0,0.0,13.0,0.0,17.8,565,293,Snack,814,497.40000000000003
2024-03-17,194,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,12.4,944,241,Snack,718,283.1
2024-03-19,984,Grapes,Fruits,69,0.7,18.0,0.2,0.9,3.8,713,256,Dinner,203,766.4000000000001
2024-06-11,351,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,42.3,707,37,Lunch,746,463.29999999999995
2024-07-02,928,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,19.3,932,289,Snack,810,275.1
2024-10-21,391,Salmon,Meat,208,22.0,0.0,13.0,0.0,1.7,753,200,Dinner,433,722.9000000000001
2024-05-12,646,Grapes,Fruits,69,0.7,18.0,0.2,0.9,18.2,735,277,Snack,369,512.0
2024-09-13,397,Paneer,Dairy,265,18.0,1.2,20.0,0.0,43.9,722,173,Lunch,975,242.09999999999997
2024-01-23,383,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,7.7,303,16,Lunch,663,488.2
2024-04-08,702,Banana,Fruits,89,1.1,23.0,0.3,2.6,33.4,528,270,Lunch,395,675.0
2024-03-29,357,Banana,Fruits,89,1.1,23.0,0.3,2.6,20.2,861,123,Breakfast,900,899.5
2024-06-29,804,Oats,Grains,389,17.0,66.0,7.0,10.0,7.3,936,104,Breakfast,675,645.0
2024-09-17,361,Chips,Snacks,536,7.0,53.0,35.0,4.4,12.2,950,178,Breakfast,729,719.4
2024-12-20,163,Water,Beverages,0,0.0,0.0,0.0,0.0,25.6,638,165,Breakfast,527,553.0999999999999
2024-07-14,910,Eggs,Meat,143,13.0,0.7,10.0,0.0,22.7,580,169,Lunch,720,502.70000000000005
